OrderID,Customer,Product,Category,Sales,Quantity,OrderDate,City,Region,Country,Latitude,Longitude
1307,Alice,Tablet,Accessories,527.84,3,02-02-2024,Paris,Île-de-France,France,48.8566,2.3522
1308,Frank,Tablet,Accessories,1087.4,1,01-01-2024,New York,New York,USA,40.7128,-74.006
1309,Jack,Printer,Accessories,246.43,2,03-21-2024,New York,New York,USA,40.7128,-74.006
1310,Hannah,Mouse,Accessories,127.94,7,03-15-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1311,Noah,Camera,Mobile Devices,1219.13,4,03-29-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1312,Bob,Printer,Accessories,569.95,4,01-14-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1313,Hannah,Headphones,Accessories,142.99,2,01-08-2024,Paris,Île-de-France,France,48.8566,2.3522
1314,Alice,Smartwatch,Computers,562.7,1,01-03-2024,Mumbai,Maharashtra,India,19.076,72.8777
1315,Emma,Tablet,Accessories,838.11,9,02-26-2024,New York,New York,USA,40.7128,-74.006
1316,Isaac,Tablet,Accessories,749.78,3,01-23-2024,Los Angeles,California,USA,34.0522,-118.2437
1317,Emma,Laptop,Accessories,1507.03,2,01-30-2024,Toronto,Ontario,Canada,43.651,-79.347
1318,Ava,Smartwatch,Computers,338.5,9,03-06-2024,Los Angeles,California,USA,34.0522,-118.2437
1319,Emma,Printer,Accessories,290.25,1,03-16-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1320,Alice,Phone,Electronics,791.06,4,01-05-2024,Paris,Île-de-France,France,48.8566,2.3522
1321,Liam,Camera,Mobile Devices,1385.97,10,01-23-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1322,Frank,Monitor,Computers,394.88,8,02-12-2024,Moscow,Moscow,Russia,55.7558,37.6173
1323,David,Printer,Accessories,229.43,8,01-06-2024,Paris,Île-de-France,France,48.8566,2.3522
1324,Noah,Mouse,Accessories,461.27,4,03-23-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1325,Olivia,Monitor,Computers,811.28,3,02-29-2024,Mumbai,Maharashtra,India,19.076,72.8777
1326,Noah,Laptop,Accessories,1000.42,3,02-15-2024,Paris,Île-de-France,France,48.8566,2.3522
1327,Jack,Smartwatch,Computers,764.57,10,01-01-2024,Mumbai,Maharashtra,India,19.076,72.8777
1328,Olivia,Tablet,Accessories,564.85,5,03-23-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1329,Olivia,Headphones,Accessories,373.28,8,01-09-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1330,Olivia,Tablet,Accessories,492.17,8,02-17-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1331,Liam,Headphones,Accessories,246.83,1,03-10-2024,Los Angeles,California,USA,34.0522,-118.2437
1332,Charlie,Monitor,Computers,692.94,1,02-02-2024,Moscow,Moscow,Russia,55.7558,37.6173
1333,Hannah,Laptop,Accessories,885.15,5,03-30-2024,Toronto,Ontario,Canada,43.651,-79.347
1334,Ava,Printer,Accessories,271.79,9,03-26-2024,Toronto,Ontario,Canada,43.651,-79.347
1335,Noah,Printer,Accessories,209.95,9,01-19-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1336,Isaac,Monitor,Computers,658.96,5,01-01-2024,Berlin,Berlin,Germany,52.52,13.405
1337,Frank,Smartwatch,Computers,544.07,4,03-06-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1338,Alice,Mouse,Accessories,476.97,9,03-09-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1339,Frank,Phone,Electronics,823.31,7,03-09-2024,Berlin,Berlin,Germany,52.52,13.405
1340,Jack,Keyboard,Accessories,847.25,6,01-31-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1341,Sophia,Headphones,Accessories,250.13,9,01-24-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1342,Ava,Headphones,Accessories,293.84,9,02-08-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1343,Olivia,Monitor,Computers,415.28,6,01-06-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1344,Liam,Phone,Electronics,796.04,3,01-28-2024,Toronto,Ontario,Canada,43.651,-79.347
1345,Sophia,Keyboard,Accessories,264.18,2,01-19-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1346,Olivia,Monitor,Computers,924.56,6,03-12-2024,New York,New York,USA,40.7128,-74.006
1347,Liam,Phone,Electronics,778.97,8,02-03-2024,Berlin,Berlin,Germany,52.52,13.405
1348,Jack,Printer,Accessories,270.27,8,01-26-2024,Moscow,Moscow,Russia,55.7558,37.6173
1349,Liam,Headphones,Accessories,171.94,9,02-17-2024,Moscow,Moscow,Russia,55.7558,37.6173
1350,David,Keyboard,Accessories,315.88,10,02-18-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1351,Olivia,Mouse,Accessories,567.59,8,01-18-2024,Los Angeles,California,USA,34.0522,-118.2437
1352,Olivia,Tablet,Accessories,970.93,9,01-03-2024,Los Angeles,California,USA,34.0522,-118.2437
1353,David,Keyboard,Accessories,761.58,4,03-22-2024,Paris,Île-de-France,France,48.8566,2.3522
1354,Jack,Tablet,Accessories,1071.7,9,03-04-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1355,Alice,Mouse,Accessories,534.56,4,02-10-2024,Paris,Île-de-France,France,48.8566,2.3522
1356,Jack,Printer,Accessories,491.32,10,01-28-2024,Los Angeles,California,USA,34.0522,-118.2437
1357,Bob,Monitor,Computers,1006.74,7,02-15-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1358,Grace,Tablet,Accessories,1130.98,6,02-05-2024,Los Angeles,California,USA,34.0522,-118.2437
1359,Alice,Laptop,Accessories,1587.36,1,03-18-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1360,Charlie,Laptop,Accessories,942.97,10,02-10-2024,Paris,Île-de-France,France,48.8566,2.3522
1361,Noah,Printer,Accessories,554.8,5,01-02-2024,Los Angeles,California,USA,34.0522,-118.2437
1362,Ava,Monitor,Computers,1123.69,9,02-11-2024,Berlin,Berlin,Germany,52.52,13.405
1363,Grace,Laptop,Accessories,915.86,3,03-21-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1364,Grace,Camera,Mobile Devices,1089.34,3,02-01-2024,Mumbai,Maharashtra,India,19.076,72.8777
1365,Grace,Laptop,Accessories,1297.75,4,01-14-2024,New York,New York,USA,40.7128,-74.006
1366,Charlie,Smartwatch,Computers,423.55,5,01-17-2024,Dubai,Dubai,UAE,25.276987,55.296249
1367,Grace,Keyboard,Accessories,137.27,10,03-05-2024,Los Angeles,California,USA,34.0522,-118.2437
1368,Ava,Camera,Mobile Devices,511.53,2,02-07-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1369,Ava,Smartwatch,Computers,664.63,6,02-10-2024,Berlin,Berlin,Germany,52.52,13.405
1370,Sophia,Laptop,Accessories,879.17,3,01-31-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1371,Hannah,Camera,Mobile Devices,1185.36,8,03-14-2024,Mumbai,Maharashtra,India,19.076,72.8777
1372,Noah,Mouse,Accessories,111.71,6,03-01-2024,London,England,UK,51.5074,-0.1278
1373,Emma,Phone,Electronics,1357.49,4,02-03-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1374,Liam,Tablet,Accessories,1391.88,9,03-17-2024,Berlin,Berlin,Germany,52.52,13.405
1375,Isaac,Camera,Mobile Devices,324.36,10,01-19-2024,Moscow,Moscow,Russia,55.7558,37.6173
1376,Frank,Laptop,Accessories,790.31,10,01-02-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1377,Olivia,Headphones,Accessories,169.49,3,03-17-2024,Moscow,Moscow,Russia,55.7558,37.6173
1378,Isaac,Printer,Accessories,385.66,6,02-28-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1379,Alice,Mouse,Accessories,411.24,7,03-17-2024,Dubai,Dubai,UAE,25.276987,55.296249
1380,Olivia,Monitor,Computers,405.06,6,03-25-2024,Toronto,Ontario,Canada,43.651,-79.347
1381,Noah,Smartwatch,Computers,565.01,3,03-08-2024,Dubai,Dubai,UAE,25.276987,55.296249
1382,Charlie,Monitor,Computers,752.74,3,02-10-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1383,Jack,Tablet,Accessories,446.82,7,02-18-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1384,Jack,Phone,Electronics,819.85,8,01-27-2024,Dubai,Dubai,UAE,25.276987,55.296249
1385,Jack,Phone,Electronics,438.2,4,03-06-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1386,Alice,Phone,Electronics,1384.53,6,02-15-2024,Dubai,Dubai,UAE,25.276987,55.296249
1387,Alice,Monitor,Computers,845.39,7,01-10-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1388,David,Printer,Accessories,493.98,6,02-19-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1389,Jack,Phone,Electronics,1488.15,4,02-17-2024,London,England,UK,51.5074,-0.1278
1390,Alice,Laptop,Accessories,721.98,3,01-10-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1391,Bob,Headphones,Accessories,381.88,1,02-05-2024,Berlin,Berlin,Germany,52.52,13.405
1392,Charlie,Keyboard,Accessories,761.22,6,03-03-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1393,Noah,Headphones,Accessories,148.42,9,01-25-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1394,Alice,Keyboard,Accessories,395.05,7,03-07-2024,Los Angeles,California,USA,34.0522,-118.2437
1395,Frank,Tablet,Accessories,822.41,7,02-13-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1396,Hannah,Camera,Mobile Devices,1413.6,8,01-19-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1397,Noah,Printer,Accessories,484.74,4,03-27-2024,Dubai,Dubai,UAE,25.276987,55.296249
1398,Bob,Keyboard,Accessories,240.66,3,03-22-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1399,Noah,Tablet,Accessories,821.78,1,03-07-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1400,Olivia,Headphones,Accessories,246.71,8,01-13-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1401,Liam,Mouse,Accessories,241.29,7,03-09-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1402,Charlie,Headphones,Accessories,160.35,10,02-17-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1403,Emma,Camera,Mobile Devices,1150.64,10,02-22-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1404,Isaac,Phone,Electronics,458.62,1,01-19-2024,Los Angeles,California,USA,34.0522,-118.2437
1405,Charlie,Phone,Electronics,1426.07,9,01-11-2024,Moscow,Moscow,Russia,55.7558,37.6173
1406,Charlie,Mouse,Accessories,216.96,5,01-21-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1407,Alice,Tablet,Accessories,1107.13,10,01-30-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1408,Noah,Monitor,Computers,558.72,3,01-31-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1409,Noah,Tablet,Accessories,1087.73,2,03-23-2024,Berlin,Berlin,Germany,52.52,13.405
1410,David,Mouse,Accessories,254.82,10,02-13-2024,Mumbai,Maharashtra,India,19.076,72.8777
1411,Sophia,Smartwatch,Computers,589.88,1,03-25-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1412,Hannah,Mouse,Accessories,303.85,4,02-22-2024,London,England,UK,51.5074,-0.1278
1413,Hannah,Keyboard,Accessories,677.07,8,03-06-2024,Paris,Île-de-France,France,48.8566,2.3522
1414,Bob,Headphones,Accessories,227.62,2,03-20-2024,Dubai,Dubai,UAE,25.276987,55.296249
1415,Bob,Phone,Electronics,1122.69,6,03-29-2024,Mumbai,Maharashtra,India,19.076,72.8777
1416,Emma,Camera,Mobile Devices,464.04,6,03-12-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1417,Emma,Tablet,Accessories,1003.7,8,01-09-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1418,Hannah,Phone,Electronics,987.66,5,01-19-2024,Moscow,Moscow,Russia,55.7558,37.6173
1419,Liam,Tablet,Accessories,1247.88,2,03-08-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1420,Sophia,Camera,Mobile Devices,450.48,3,02-26-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1421,Bob,Keyboard,Accessories,371.32,6,02-17-2024,New York,New York,USA,40.7128,-74.006
1422,Grace,Laptop,Accessories,1538.18,2,01-09-2024,Los Angeles,California,USA,34.0522,-118.2437
1423,Hannah,Laptop,Accessories,1012.8,6,02-08-2024,Berlin,Berlin,Germany,52.52,13.405
1424,Frank,Tablet,Accessories,1235.05,5,02-12-2024,London,England,UK,51.5074,-0.1278
1425,Bob,Laptop,Accessories,888.12,3,02-04-2024,Paris,Île-de-France,France,48.8566,2.3522
1426,Frank,Monitor,Computers,570.7,4,02-21-2024,Paris,Île-de-France,France,48.8566,2.3522
1427,Bob,Headphones,Accessories,216.15,1,02-29-2024,Los Angeles,California,USA,34.0522,-118.2437
1428,Liam,Printer,Accessories,344.59,5,01-18-2024,New York,New York,USA,40.7128,-74.006
1429,Grace,Camera,Mobile Devices,1330.5,4,02-11-2024,Berlin,Berlin,Germany,52.52,13.405
1430,Olivia,Smartwatch,Computers,321.68,3,01-13-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1431,Hannah,Mouse,Accessories,204.09,8,03-10-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1432,Hannah,Tablet,Accessories,1216.14,9,03-25-2024,Moscow,Moscow,Russia,55.7558,37.6173
1433,Bob,Phone,Electronics,551.89,1,02-02-2024,New York,New York,USA,40.7128,-74.006
1434,Charlie,Camera,Mobile Devices,1115.51,10,02-03-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1435,Emma,Mouse,Accessories,342.4,3,03-11-2024,London,England,UK,51.5074,-0.1278
1436,David,Smartwatch,Computers,518.92,1,03-03-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1437,Hannah,Keyboard,Accessories,503.36,1,02-23-2024,Moscow,Moscow,Russia,55.7558,37.6173
1438,David,Camera,Mobile Devices,1010.79,5,01-30-2024,Paris,Île-de-France,France,48.8566,2.3522
1439,Jack,Mouse,Accessories,547.27,1,03-14-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1440,Sophia,Headphones,Accessories,186.58,1,03-23-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1441,Isaac,Keyboard,Accessories,129.93,4,03-28-2024,Berlin,Berlin,Germany,52.52,13.405
1442,Noah,Keyboard,Accessories,236.99,4,02-26-2024,Los Angeles,California,USA,34.0522,-118.2437
1443,Frank,Laptop,Accessories,629.76,4,01-11-2024,Moscow,Moscow,Russia,55.7558,37.6173
1444,Olivia,Camera,Mobile Devices,697.16,8,02-25-2024,New York,New York,USA,40.7128,-74.006
1445,Isaac,Mouse,Accessories,237.11,5,01-14-2024,Toronto,Ontario,Canada,43.651,-79.347
1446,Emma,Tablet,Accessories,400.8,7,03-04-2024,Mumbai,Maharashtra,India,19.076,72.8777
1447,Jack,Camera,Mobile Devices,406.75,7,01-03-2024,Paris,Île-de-France,France,48.8566,2.3522
1448,Emma,Phone,Electronics,874.02,4,03-02-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1449,Emma,Camera,Mobile Devices,948.43,9,01-24-2024,Mumbai,Maharashtra,India,19.076,72.8777
1450,Hannah,Mouse,Accessories,139.53,3,02-10-2024,Toronto,Ontario,Canada,43.651,-79.347
1451,Ava,Headphones,Accessories,227.83,7,02-17-2024,Moscow,Moscow,Russia,55.7558,37.6173
1452,Grace,Printer,Accessories,492.73,7,03-05-2024,Moscow,Moscow,Russia,55.7558,37.6173
1453,Charlie,Tablet,Accessories,1343.52,5,01-18-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1454,Charlie,Headphones,Accessories,286.63,1,03-03-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1455,Jack,Mouse,Accessories,102.31,3,02-12-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1456,Liam,Headphones,Accessories,339.43,2,02-03-2024,London,England,UK,51.5074,-0.1278
1457,Emma,Laptop,Accessories,622.08,6,01-09-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1458,Noah,Keyboard,Accessories,145.74,3,02-06-2024,Moscow,Moscow,Russia,55.7558,37.6173
1459,Jack,Smartwatch,Computers,718.52,5,01-29-2024,Mumbai,Maharashtra,India,19.076,72.8777
1460,Isaac,Keyboard,Accessories,700.26,7,02-07-2024,Mumbai,Maharashtra,India,19.076,72.8777
1461,Jack,Printer,Accessories,580.88,7,01-20-2024,Moscow,Moscow,Russia,55.7558,37.6173
1462,Liam,Tablet,Accessories,1227.66,9,01-06-2024,Mumbai,Maharashtra,India,19.076,72.8777
1463,Isaac,Headphones,Accessories,273.49,2,03-10-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1464,Emma,Tablet,Accessories,419.98,10,01-10-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1465,Hannah,Camera,Mobile Devices,549.79,4,02-11-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1466,Sophia,Mouse,Accessories,236.48,5,03-24-2024,Los Angeles,California,USA,34.0522,-118.2437
1467,Noah,Smartwatch,Computers,577.59,10,03-28-2024,New York,New York,USA,40.7128,-74.006
1468,Sophia,Keyboard,Accessories,651.84,9,03-05-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1469,Alice,Mouse,Accessories,152.15,10,03-08-2024,Paris,Île-de-France,France,48.8566,2.3522
1470,Hannah,Monitor,Computers,379.39,7,02-13-2024,New York,New York,USA,40.7128,-74.006
1471,Ava,Laptop,Accessories,1444.73,6,03-17-2024,Toronto,Ontario,Canada,43.651,-79.347
1472,Ava,Keyboard,Accessories,643.65,6,01-14-2024,Dubai,Dubai,UAE,25.276987,55.296249
1473,Jack,Keyboard,Accessories,133.82,7,01-06-2024,Los Angeles,California,USA,34.0522,-118.2437
1474,Hannah,Phone,Electronics,969.35,6,03-11-2024,Los Angeles,California,USA,34.0522,-118.2437
1475,Noah,Smartwatch,Computers,543.94,5,02-08-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1476,Jack,Monitor,Computers,942.11,3,03-21-2024,Toronto,Ontario,Canada,43.651,-79.347
1477,Isaac,Printer,Accessories,445.77,8,01-09-2024,London,England,UK,51.5074,-0.1278
1478,Liam,Printer,Accessories,449.59,9,01-22-2024,Paris,Île-de-France,France,48.8566,2.3522
1479,Hannah,Tablet,Accessories,1230.05,4,02-19-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1480,Jack,Monitor,Computers,363.87,2,03-10-2024,London,England,UK,51.5074,-0.1278
1481,Ava,Keyboard,Accessories,518.37,4,03-11-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1482,David,Laptop,Accessories,986.89,5,01-11-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1483,Isaac,Headphones,Accessories,151.27,7,01-03-2024,London,England,UK,51.5074,-0.1278
1484,Sophia,Smartwatch,Computers,428.0,8,01-31-2024,Moscow,Moscow,Russia,55.7558,37.6173
1485,Charlie,Smartwatch,Computers,509.53,1,01-21-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1486,Bob,Laptop,Accessories,1088.66,4,01-04-2024,Moscow,Moscow,Russia,55.7558,37.6173
1487,Alice,Tablet,Accessories,1126.12,8,01-10-2024,London,England,UK,51.5074,-0.1278
1488,Noah,Headphones,Accessories,165.92,8,01-06-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1489,Charlie,Keyboard,Accessories,546.08,2,01-25-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1490,Sophia,Printer,Accessories,436.14,6,01-04-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1491,Isaac,Camera,Mobile Devices,410.08,3,03-22-2024,New York,New York,USA,40.7128,-74.006
1492,Noah,Printer,Accessories,216.45,7,01-14-2024,Berlin,Berlin,Germany,52.52,13.405
1493,Jack,Smartwatch,Computers,345.2,2,03-13-2024,Paris,Île-de-France,France,48.8566,2.3522
1494,Jack,Smartwatch,Computers,679.94,4,03-04-2024,Moscow,Moscow,Russia,55.7558,37.6173
1495,Jack,Headphones,Accessories,371.49,8,03-05-2024,Berlin,Berlin,Germany,52.52,13.405
1496,Sophia,Keyboard,Accessories,886.56,9,02-13-2024,Moscow,Moscow,Russia,55.7558,37.6173
1497,Jack,Camera,Mobile Devices,304.37,8,02-06-2024,Moscow,Moscow,Russia,55.7558,37.6173
1498,Sophia,Monitor,Computers,1096.1,9,03-17-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1499,David,Smartwatch,Computers,448.74,4,03-19-2024,Moscow,Moscow,Russia,55.7558,37.6173
1500,Liam,Camera,Mobile Devices,898.38,10,01-16-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1501,Grace,Mouse,Accessories,537.81,7,01-08-2024,Los Angeles,California,USA,34.0522,-118.2437
1502,David,Monitor,Computers,1201.19,7,03-17-2024,Paris,Île-de-France,France,48.8566,2.3522
1503,Ava,Headphones,Accessories,156.38,7,03-10-2024,Dubai,Dubai,UAE,25.276987,55.296249
1504,Jack,Monitor,Computers,624.5,8,02-20-2024,Mumbai,Maharashtra,India,19.076,72.8777
1505,Sophia,Phone,Electronics,758.96,3,03-18-2024,London,England,UK,51.5074,-0.1278
1506,Alice,Mouse,Accessories,197.89,4,01-30-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1507,Hannah,Headphones,Accessories,126.86,7,02-02-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1508,Hannah,Headphones,Accessories,193.86,10,03-05-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1509,Hannah,Tablet,Accessories,723.57,7,03-28-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1510,Charlie,Laptop,Accessories,1056.95,7,03-29-2024,Toronto,Ontario,Canada,43.651,-79.347
1511,Frank,Laptop,Accessories,990.65,3,03-25-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1512,Ava,Headphones,Accessories,298.83,1,02-08-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1513,Ava,Camera,Mobile Devices,641.57,10,03-12-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1514,Hannah,Mouse,Accessories,246.39,8,01-06-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1515,Grace,Laptop,Accessories,703.42,3,03-28-2024,Berlin,Berlin,Germany,52.52,13.405
1516,Emma,Printer,Accessories,282.75,1,02-13-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1517,Grace,Mouse,Accessories,170.7,3,03-07-2024,New York,New York,USA,40.7128,-74.006
1518,Alice,Monitor,Computers,875.47,8,02-07-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1519,David,Laptop,Accessories,970.96,3,03-02-2024,Los Angeles,California,USA,34.0522,-118.2437
1520,Emma,Headphones,Accessories,296.05,7,02-28-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1521,Emma,Mouse,Accessories,573.75,1,01-08-2024,Paris,Île-de-France,France,48.8566,2.3522
1522,Jack,Phone,Electronics,391.33,1,02-14-2024,Dubai,Dubai,UAE,25.276987,55.296249
1523,Liam,Camera,Mobile Devices,1314.27,5,03-05-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1524,Emma,Phone,Electronics,1098.76,5,03-23-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1525,David,Keyboard,Accessories,115.71,1,03-01-2024,Los Angeles,California,USA,34.0522,-118.2437
1526,Charlie,Camera,Mobile Devices,1370.33,9,01-04-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1527,Ava,Mouse,Accessories,350.51,10,03-13-2024,Berlin,Berlin,Germany,52.52,13.405
1528,Frank,Tablet,Accessories,368.6,5,02-12-2024,Moscow,Moscow,Russia,55.7558,37.6173
1529,Emma,Laptop,Accessories,1566.31,4,01-07-2024,London,England,UK,51.5074,-0.1278
1530,Noah,Monitor,Computers,449.36,4,03-17-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1531,Sophia,Printer,Accessories,258.36,3,03-27-2024,Los Angeles,California,USA,34.0522,-118.2437
1532,Alice,Camera,Mobile Devices,1282.54,4,03-10-2024,Toronto,Ontario,Canada,43.651,-79.347
1533,Isaac,Smartwatch,Computers,717.62,7,01-28-2024,New York,New York,USA,40.7128,-74.006
1534,Emma,Mouse,Accessories,128.02,3,02-17-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1535,Hannah,Monitor,Computers,351.5,6,02-19-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1536,Olivia,Tablet,Accessories,1284.91,3,01-03-2024,Dubai,Dubai,UAE,25.276987,55.296249
1537,Ava,Printer,Accessories,278.07,9,01-07-2024,Mumbai,Maharashtra,India,19.076,72.8777
1538,Jack,Keyboard,Accessories,149.39,10,03-15-2024,Dubai,Dubai,UAE,25.276987,55.296249
1539,Emma,Laptop,Accessories,1212.9,1,03-11-2024,Paris,Île-de-France,France,48.8566,2.3522
1540,Ava,Tablet,Accessories,669.99,4,02-29-2024,Dubai,Dubai,UAE,25.276987,55.296249
1541,Sophia,Printer,Accessories,567.57,4,02-15-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1542,Jack,Camera,Mobile Devices,1192.05,8,01-07-2024,Los Angeles,California,USA,34.0522,-118.2437
1543,Hannah,Printer,Accessories,445.79,6,01-18-2024,Dubai,Dubai,UAE,25.276987,55.296249
1544,Ava,Phone,Electronics,1120.68,6,02-22-2024,Moscow,Moscow,Russia,55.7558,37.6173
1545,Bob,Camera,Mobile Devices,765.84,9,01-11-2024,Dubai,Dubai,UAE,25.276987,55.296249
1546,Frank,Mouse,Accessories,332.17,7,01-02-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1547,Grace,Mouse,Accessories,371.63,10,03-15-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1548,Isaac,Mouse,Accessories,517.75,3,03-12-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1549,Liam,Laptop,Accessories,687.66,5,03-20-2024,Paris,Île-de-France,France,48.8566,2.3522
1550,Ava,Monitor,Computers,328.8,3,03-06-2024,London,England,UK,51.5074,-0.1278
1551,Olivia,Headphones,Accessories,142.55,5,01-19-2024,Paris,Île-de-France,France,48.8566,2.3522
1552,Noah,Keyboard,Accessories,274.09,10,03-08-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1553,Hannah,Printer,Accessories,508.29,9,03-13-2024,Dubai,Dubai,UAE,25.276987,55.296249
1554,Liam,Tablet,Accessories,898.72,3,02-27-2024,Toronto,Ontario,Canada,43.651,-79.347
1555,Sophia,Monitor,Computers,339.65,4,02-09-2024,Mumbai,Maharashtra,India,19.076,72.8777
1556,Grace,Tablet,Accessories,1160.25,2,01-13-2024,Los Angeles,California,USA,34.0522,-118.2437
1557,Frank,Tablet,Accessories,674.07,8,01-27-2024,Berlin,Berlin,Germany,52.52,13.405
1558,Grace,Printer,Accessories,502.11,1,02-03-2024,London,England,UK,51.5074,-0.1278
1559,Alice,Keyboard,Accessories,738.52,3,03-11-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1560,Frank,Keyboard,Accessories,557.18,9,01-23-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
